Study.area,Region.Label,Area,Sample.Label,Effort,distance,size,side,exp,fatigue,gscat,vis,glare,ssmi,altitude,obsname
Nominal_area,1,1000000,99A32,34.64,90.37,1,L,452.6,161.04,1,G,N,43,48.10443,DT
Nominal_area,1,1000000,99A32,34.64,71.61,1,L,452.6,161.36,1,G,N,43,48.10443,DT
Nominal_area,1,1000000,99A32,34.64,22.18,1,R,189.4,161.9,1,G,N,43,48.10443,YH
Nominal_area,1,1000000,99A32,34.64,13.27,1,L,452.6,162.59,1,G,N,43,48.10443,DT
Nominal_area,1,1000000,99A32,34.64,117.03,1,L,452.6,162.68,1,G,N,43,48.10443,DT
Nominal_area,1,1000000,99A32,34.64,189.5,1,R,367.3,162.91,1,G,N,43,48.10443,HZ
Nominal_area,1,1000000,99A32,34.64,403.82,1,L,452.6,164.26,1,G,N,43,48.06683,DT
Nominal_area,1,1000000,99A32,34.64,49.3,1,R,367.3,165.71,1,G,N,32,48.03233,HZ
Nominal_area,1,1000000,99A32,34.64,220.86,1,R,367.3,166.08,1,G,N,32,48.03233,HZ
Nominal_area,1,1000000,99A32,34.64,30.44,1,R,367.3,166.14,1,G,N,32,48.03233,HZ
Nominal_area,1,1000000,99A32,34.64,198.08,1,R,367.3,166.74,1,G,N,32,48.03233,HZ
Nominal_area,1,1000000,99A33,73.58,263.74,1,L,466.3,176.49,1,G,N,40,47.30686,DT
Nominal_area,1,1000000,99A33,73.58,534.05,1,R,381,177.88,1,G,N,40,47.30686,HZ
Nominal_area,1,1000000,99A33,73.58,232.17,2,L,466.3,178.21,2,G,N,43,47.17479,DT
Nominal_area,1,1000000,99A33,73.58,387.2,1,R,381,179.18,1,G,N,43,47.17479,HZ
Nominal_area,1,1000000,99A33,73.58,465.52,1,R,203.1,180.46,1,G,N,43,47.01815,YH
Nominal_area,1,1000000,99A33,73.58,649.97,1,L,466.3,180.69,1,G,N,43,47.01815,DT
Nominal_area,1,1000000,99A33,73.58,112.5,1,L,466.3,180.88,1,G,N,43,47.01815,DT
Nominal_area,1,1000000,99A33,73.58,201.54,1,R,381,181.51,1,G,N,43,47.01815,HZ
Nominal_area,1,1000000,99A33,73.58,381.43,1,R,381,181.66,1,G,N,43,47.01815,HZ
Nominal_area,1,1000000,99A33,73.58,185.25,1,L,466.3,181.71,1,G,N,43,47.01815,DT
Nominal_area,1,1000000,99A33,73.58,453.48,1,R,381,181.86,1,G,N,43,46.88294,HZ
Nominal_area,1,1000000,99A33,73.58,399.41,2,R,381,182.81,2,G,N,43,46.88294,HZ
Nominal_area,1,1000000,99A33,73.58,493.41,1,R,381,182.83,1,G,N,43,46.88294,HZ
Nominal_area,1,1000000,99A33,73.58,137.99,1,L,466.3,184.38,1,G,N,43,46.74083,DT
Nominal_area,1,1000000,99A33,73.58,303.23,1,R,381,184.4,1,G,N,43,46.74083,HZ
Nominal_area,1,1000000,99A33,73.58,261.42,1,R,381,184.61,1,G,N,43,46.74083,HZ
Nominal_area,1,1000000,99A33,73.58,25.71,1,R,381,185.34,1,G,N,43,46.74083,HZ
Nominal_area,1,1000000,99A33,73.58,373.97,1,L,466.3,186.96,1,G,N,52,46.57799,DT
Nominal_area,1,1000000,99A33,73.58,361.55,1,L,466.3,187.13,1,G,N,52,46.57799,DT
Nominal_area,1,1000000,99A33,73.58,379.51,1,R,381,187.94,1,G,N,52,46.44321,HZ
Nominal_area,1,1000000,99A33,73.58,285.54,1,R,381,188.11,1,G,N,52,46.44321,HZ
Nominal_area,1,1000000,99A33,73.58,543.06,1,R,381,194.79,1,G,N,49,45.85606,HZ
Nominal_area,1,1000000,99A33,73.58,75.93,1,L,466.3,196.53,1,G,N,49,45.85606,DT
Nominal_area,1,1000000,99A33,73.58,25.26,1,R,381,197.86,1,G,N,58,45.70902,HZ
Nominal_area,1,1000000,99A33,73.58,239.79,2,R,381,200.51,2,G,N,58,45.35978,HZ
Nominal_area,1,1000000,99A33,73.58,173.68,1,R,381,200.71,1,G,N,58,45.35978,HZ
Nominal_area,1,1000000,99A33,73.58,240.68,1,L,466.3,203.54,1,G,N,58,44.04615,DT
Nominal_area,1,1000000,99A34,48.16,225.1,1,L,39.7,5.59,1,G,N,67,48.43705,FM
Nominal_area,1,1000000,99A34,48.16,5.47,1,L,217.6,6.66,1,G,N,67,48.41867,MS
Nominal_area,1,1000000,99A34,48.16,577.46,1,L,217.6,7.05,1,G,N,67,48.41867,MS
Nominal_area,1,1000000,99A34,48.16,517.66,1,R,39.7,8.6,1,G,N,67,48.409,LM
Nominal_area,1,1000000,99A34,48.16,242.67,1,L,217.6,9.06,1,G,N,67,48.409,MS
Nominal_area,1,1000000,99A34,48.16,67.03,1,L,39.7,12.11,1,G,N,67,48.36802,FM
Nominal_area,1,1000000,99A34,48.16,167.56,1,R,39.7,12.7,1,G,N,67,48.36802,LM
Nominal_area,1,1000000,99A34,48.16,64.23,1,R,217.5,12.73,1,G,N,67,48.36802,SW
Nominal_area,1,1000000,99A34,48.16,223.03,1,L,217.6,12.88,1,G,N,67,48.36802,MS
Nominal_area,1,1000000,99A34,48.16,77.09,1,R,39.7,12.88,1,G,N,67,48.36802,LM
Nominal_area,1,1000000,99A34,48.16,397.33,2,R,217.5,12.9,2,G,N,67,48.36802,SW
Nominal_area,1,1000000,99A34,48.16,603.23,1,L,217.6,12.93,1,G,N,67,48.36802,MS
Nominal_area,1,1000000,99A34,48.16,46.6,1,L,217.6,17.11,1,G,N,65,48.32134,MS
Nominal_area,1,1000000,99A34,48.16,469.26,1,R,39.7,22.76,1,G,N,73,48.2444,LM
Nominal_area,1,1000000,99A35,46.3,335.92,1,L,58.4,33.29,1,G,N,73,48.30881,FM
Nominal_area,1,1000000,99A35,46.3,409.36,1,L,236.6,34.3,1,G,N,73,48.30881,MS
Nominal_area,1,1000000,99A35,46.3,468.86,1,R,58.4,34.31,1,G,N,69,48.36699,LM
Nominal_area,1,1000000,99A35,46.3,206.26,2,L,236.6,34.55,2,G,N,69,48.36699,MS
Nominal_area,1,1000000,99A35,46.3,253.05,1,R,58.4,34.66,1,G,N,69,48.36699,LM
Nominal_area,1,1000000,99A35,46.3,178.79,1,R,58.4,34.78,1,G,N,69,48.36699,LM
Nominal_area,1,1000000,99A35,46.3,229.74,1,R,58.4,34.86,1,G,N,69,48.36699,LM
Nominal_area,1,1000000,99A35,46.3,516.3,1,L,236.6,35.2,1,G,N,69,48.36699,MS
Nominal_area,1,1000000,99A35,46.3,109.64,1,R,58.4,35.21,1,G,N,69,48.36699,LM
Nominal_area,1,1000000,99A35,46.3,553.35,1,L,236.6,35.33,1,G,N,69,48.36699,MS
Nominal_area,1,1000000,99A35,46.3,21.64,1,R,58.4,35.36,1,G,N,69,48.36699,LM
Nominal_area,1,1000000,99A35,46.3,65.5,1,R,58.4,35.63,1,G,N,69,48.36699,LM
Nominal_area,1,1000000,99A35,46.3,537.92,1,L,236.6,36.21,1,G,N,69,48.42183,MS
Nominal_area,1,1000000,99A35,46.3,325.46,2,L,236.6,36.35,2,G,N,69,48.42183,MS
Nominal_area,1,1000000,99A35,46.3,11.47,1,R,58.4,36.8,1,G,N,69,48.42183,LM
Nominal_area,1,1000000,99A35,46.3,104.84,1,L,236.6,37.46,1,G,N,69,48.42183,MS
Nominal_area,1,1000000,99A35,46.3,413.38,1,L,58.4,37.5,1,G,N,69,48.42183,FM
Nominal_area,1,1000000,99A35,46.3,69.18,1,R,236.2,37.58,1,G,N,69,48.42183,SW
Nominal_area,1,1000000,99A35,46.3,354.34,1,R,58.4,38.83,1,G,N,69,48.47534,LM
Nominal_area,1,1000000,99A35,46.3,242.71,1,L,236.6,40.78,1,G,N,69,48.52551,MS
Nominal_area,1,1000000,99A35,46.3,374.28,1,L,58.4,41.05,1,G,N,69,48.52551,FM
Nominal_area,1,1000000,99A35,46.3,403.82,1,L,236.6,42.9,1,G,N,69,48.5725,MS
Nominal_area,1,1000000,99A35,46.3,187.49,1,R,58.4,44.83,1,G,N,69,48.61301,LM
Nominal_area,1,1000000,99A35,46.3,284.71,1,L,236.6,45.51,1,G,N,69,48.61301,MS
Nominal_area,1,1000000,99A35,46.3,164.27,2,R,58.4,45.8,2,G,N,69,48.61301,LM
Nominal_area,1,1000000,99A35,46.3,568.79,1,R,58.4,49.71,1,G,N,58,48.68826,LM
Nominal_area,1,1000000,99A36,59.39,370.8,1,L,77.5,57.65,1,G,N,58,48.79479,FM
Nominal_area,1,1000000,99A36,59.39,453.48,1,L,77.5,59.55,1,G,N,49,48.81358,FM
Nominal_area,1,1000000,99A36,59.39,235.1,1,R,77.5,59.98,1,G,N,49,48.81358,LM
Nominal_area,1,1000000,99A36,59.39,318.65,1,L,255.4,61.5,1,G,N,49,48.83334,MS
Nominal_area,1,1000000,99A36,59.39,115.04,1,L,255.4,63.73,1,G,N,49,48.84898,MS
Nominal_area,1,1000000,99A36,59.39,213.84,1,R,77.5,64,1,G,N,49,48.84898,LM
Nominal_area,1,1000000,99A36,59.39,159.48,1,L,255.4,66.95,1,G,N,52,48.86174,MS
Nominal_area,1,1000000,99A36,59.39,171.77,1,R,77.5,66.95,1,G,N,52,48.86174,LM
Nominal_area,1,1000000,99A36,59.39,483.37,1,L,77.5,67.11,1,G,N,52,48.86174,FM
Nominal_area,1,1000000,99A36,59.39,106.37,1,L,77.5,69.25,1,G,N,52,48.87524,FM
Nominal_area,1,1000000,99A36,59.39,537.92,1,L,77.5,71.68,1,G,N,43,48.87039,FM
Nominal_area,1,1000000,99A36,59.39,615.09,1,L,255.4,74.39,1,G,N,43,48.87062,MS
Nominal_area,1,1000000,99A36,59.39,453.48,1,R,255.3,74.46,1,G,N,43,48.87062,SW
Nominal_area,1,1000000,99A36,59.39,497.74,2,L,255.4,74.5,2,G,N,43,48.87062,MS
Nominal_area,1,1000000,99A36,59.39,168.84,1,R,77.5,74.58,1,G,N,43,48.87062,LM
Nominal_area,1,1000000,99A36,59.39,429.42,4,L,255.4,74.81,3,G,N,43,48.87062,MS
Nominal_area,1,1000000,99A36,59.39,268.83,2,L,77.5,74.98,2,G,N,43,48.87062,FM
Nominal_area,1,1000000,99A36,59.39,151.21,1,L,255.4,75.11,1,G,N,43,48.87062,MS
Nominal_area,1,1000000,99A36,59.39,57.06,1,L,77.5,75.13,1,G,N,43,48.87062,FM
Nominal_area,1,1000000,99A36,59.39,189.73,1,R,255.3,75.2,1,G,N,43,48.87062,SW
Nominal_area,1,1000000,99A36,59.39,513.45,1,R,77.5,76.01,1,G,N,43,48.87062,LM
Nominal_area,1,1000000,99A36,59.39,273.65,1,L,255.4,76.13,1,G,N,43,48.87464,MS
Nominal_area,1,1000000,99A36,59.39,117.64,1,L,77.5,76.16,1,G,N,43,48.87464,FM
Nominal_area,1,1000000,99A36,59.39,2.21,1,R,77.5,76.81,1,G,N,43,48.87464,LM
Nominal_area,1,1000000,99A36,59.39,469.26,1,L,255.4,77.05,1,G,N,43,48.87464,MS
Nominal_area,1,1000000,99A36,59.39,0.53,1,R,77.5,77.05,1,G,N,43,48.87464,LM
Nominal_area,1,1000000,99A36,59.39,519.4,1,L,255.4,77.73,1,G,N,43,48.87464,MS
Nominal_area,1,1000000,99A37,60.02,215.97,1,R,102.7,87.13,1,G,N,40,48.43905,LM
Nominal_area,1,1000000,99A37,60.02,73.12,1,R,102.7,87.41,1,G,N,40,48.43905,LM
Nominal_area,1,1000000,99A37,60.02,365.15,2,R,102.7,87.63,2,G,N,40,48.43905,LM
Nominal_area,1,1000000,99A37,60.02,232.44,1,R,102.7,88,1,G,N,40,48.43905,LM
Nominal_area,1,1000000,99A37,60.02,119.16,1,R,102.7,88.11,1,G,N,40,48.43905,LM
Nominal_area,1,1000000,99A37,60.02,417.39,1,R,102.7,88.24,1,G,N,40,48.43905,LM
Nominal_area,1,1000000,99A37,60.02,506.89,1,R,102.7,88.4,1,G,N,40,48.3295,LM
Nominal_area,1,1000000,99A37,60.02,38.53,1,L,280.6,90.21,1,G,N,45,48.20049,MS
Nominal_area,1,1000000,99A37,60.02,45.89,1,R,102.7,90.81,1,G,N,45,48.20049,LM
Nominal_area,1,1000000,99A37,60.02,532.78,1,R,102.7,91.88,1,G,N,45,48.20049,LM
Nominal_area,1,1000000,99A37,60.02,689.21,1,L,280.6,92.11,1,G,N,45,48.20049,MS
Nominal_area,1,1000000,99A37,60.02,107.46,1,L,280.6,93.18,1,G,N,52,48.09187,MS
Nominal_area,1,1000000,99A37,60.02,49.87,1,L,280.6,93.23,1,G,N,52,48.09187,MS
Nominal_area,1,1000000,99A37,60.02,375.28,1,L,280.6,96.63,1,G,N,52,47.94725,MS
Nominal_area,1,1000000,99A37,60.02,53,1,R,102.7,97.66,1,G,N,52,47.82766,LM
Nominal_area,1,1000000,99A37,60.02,81.14,1,L,280.6,97.73,1,G,N,52,47.82766,MS
Nominal_area,1,1000000,99A37,60.02,36.86,1,R,280.5,97.73,1,G,N,52,47.82766,SW
Nominal_area,1,1000000,99A37,60.02,227.92,1,R,102.7,99.85,1,G,N,52,47.70513,LM
Nominal_area,1,1000000,99A37,60.02,149.55,2,R,102.7,102,2,G,N,52,47.57521,LM
Nominal_area,1,1000000,99A37,60.02,117.12,1,R,102.7,104.96,1,G,N,60,47.29963,LM
Nominal_area,1,1000000,99A37,60.02,122.48,1,L,280.6,106.25,1,G,N,60,47.29963,MS
Nominal_area,1,1000000,99A37,60.02,257.94,1,L,280.6,106.98,1,G,N,60,47.29963,MS
Nominal_area,1,1000000,99A37,60.02,254.31,1,R,102.7,107.56,1,G,N,58,47.1835,LM
Nominal_area,1,1000000,99A37,60.02,176.64,2,R,102.7,109.86,2,G,N,58,46.55498,LM
Nominal_area,1,1000000,99A38,64.1,315.48,1,L,304.2,22.1,1,G,Y,78,37.25286,SW
Nominal_area,1,1000000,99A38,64.1,153.89,1,R,126.4,22.7,1,G,N,78,37.25286,FM
Nominal_area,1,1000000,99A38,64.1,327.79,1,L,126.4,23.16,1,G,Y,78,37.41006,LM
Nominal_area,1,1000000,99A38,64.1,96.38,1,L,126.4,23.48,1,G,Y,78,37.41006,LM
Nominal_area,1,1000000,99A38,64.1,552.19,1,L,126.4,23.76,1,G,Y,78,37.41006,LM
Nominal_area,1,1000000,99A38,64.1,455.14,1,L,126.4,23.91,1,G,Y,78,37.41006,LM
Nominal_area,1,1000000,99A38,64.1,235.19,1,L,126.4,24.4,1,G,Y,78,37.41006,LM
Nominal_area,1,1000000,99A38,64.1,373.97,1,R,304.3,24.96,1,G,N,81,37.61325,MS
Nominal_area,1,1000000,99A38,64.1,367.87,1,R,304.3,29.66,1,G,N,91,37.94131,MS
Nominal_area,1,1000000,99A38,64.1,136.2,1,L,126.4,29.76,1,G,Y,91,37.94131,LM
Nominal_area,1,1000000,99A38,64.1,125.63,1,R,304.3,31.05,1,G,N,91,38.1154,MS
Nominal_area,1,1000000,99A38,64.1,177.93,1,L,126.4,31.5,1,G,Y,91,38.1154,LM
Nominal_area,1,1000000,99A38,64.1,67.23,1,L,126.4,32.73,1,G,Y,91,38.1154,LM
Nominal_area,1,1000000,99A38,64.1,2.86,1,L,126.4,34.01,1,G,Y,91,38.26217,LM
Nominal_area,1,1000000,99A38,64.1,642.93,1,L,126.4,34.51,1,G,Y,91,38.26217,LM
Nominal_area,1,1000000,99A38,64.1,397.33,1,R,304.3,35.89,1,G,N,91,38.46742,MS
Nominal_area,1,1000000,99A38,64.1,472.86,1,L,126.4,36.5,1,G,Y,91,38.46742,LM
Nominal_area,1,1000000,99A38,64.1,418.14,1,R,304.3,36.7,1,G,N,91,38.46742,MS
Nominal_area,1,1000000,99A38,64.1,587.21,2,R,304.3,37.35,2,G,N,91,38.46742,MS
Nominal_area,1,1000000,99A38,64.1,251.4,1,L,126.4,38.18,1,G,Y,94,38.60873,LM
Nominal_area,1,1000000,99A38,64.1,539.36,1,L,126.4,39.26,1,G,Y,94,38.60873,LM
Nominal_area,1,1000000,99A38,64.1,444.73,1,R,304.3,40.9,1,G,N,94,38.81261,MS
Nominal_area,1,1000000,99A38,64.1,318.65,1,R,304.3,41.45,1,G,N,94,38.81261,MS
Nominal_area,1,1000000,99A38,64.1,521.01,2,R,304.3,41.56,2,G,N,94,38.81261,MS
Nominal_area,1,1000000,99A38,64.1,398.8,1,R,304.3,43.81,1,G,N,88,38.93837,MS
Nominal_area,1,1000000,99A38,64.1,351.57,1,L,126.4,44.93,1,G,Y,88,39.08853,LM
Nominal_area,1,1000000,99A38,64.1,433.6,1,R,304.3,45.86,1,G,N,88,39.08853,MS
Nominal_area,1,1000000,99A38,64.1,195.94,1,R,304.3,46,1,G,N,88,39.08853,MS
Nominal_area,1,1000000,99A38,64.1,74.74,1,R,304.3,46.06,1,G,N,88,39.15029,MS
Nominal_area,1,1000000,99A38,64.1,467.42,1,L,126.4,46.61,1,G,Y,88,39.15029,LM
Nominal_area,1,1000000,99A38,64.1,372.13,1,R,126.4,47.03,1,G,N,88,39.15029,FM
Nominal_area,1,1000000,99A38,64.1,398.12,1,R,304.3,47.31,1,G,N,88,39.15029,MS
Nominal_area,1,1000000,99A39,66.97,6.05,2,L,330.9,55.4,2,G,N,88,39.45117,SW
Nominal_area,1,1000000,99A39,66.97,58.71,1,R,153.1,55.8,1,G,Y,88,39.45117,FM
Nominal_area,1,1000000,99A39,66.97,3.75,1,R,331,61.65,1,G,Y,88,40.03536,MS
Nominal_area,1,1000000,99A39,66.97,183.06,1,L,153.1,62.66,1,G,N,88,40.03536,LM
Nominal_area,1,1000000,99A39,66.97,652.94,1,L,153.1,62.96,1,G,N,88,40.24405,LM
Nominal_area,1,1000000,99A39,66.97,241.56,1,R,331,66.28,1,G,Y,88,40.47452,MS
Nominal_area,1,1000000,99A39,66.97,225.67,1,R,331,66.76,1,G,Y,88,40.47452,MS
Nominal_area,1,1000000,99A39,66.97,453.14,1,R,331,67.23,1,G,Y,88,40.47452,MS
Nominal_area,1,1000000,99A39,66.97,112.77,4,L,153.1,68.98,3,G,N,88,40.69376,LM
Nominal_area,1,1000000,99A39,66.97,402.45,1,L,330.9,70.35,1,G,N,88,40.88845,SW
Nominal_area,1,1000000,99A39,66.97,167.7,1,R,331,71.01,1,G,Y,88,40.88845,MS
Nominal_area,1,1000000,99A39,66.97,125.89,1,R,331,72.35,1,G,Y,81,41.09107,MS
Nominal_area,1,1000000,99A39,66.97,257.63,1,L,153.1,72.73,1,G,N,81,41.09107,LM
Nominal_area,1,1000000,99A39,66.97,419.77,1,R,331,75.98,1,G,Y,81,41.31767,MS
Nominal_area,1,1000000,99A39,66.97,469.26,1,L,153.1,78.36,1,G,N,81,41.5578,LM
Nominal_area,1,1000000,99A39,66.97,140.12,1,R,331,78.51,1,G,Y,81,41.72658,MS
Nominal_area,1,1000000,99A39,66.97,132.58,1,L,153.1,79.1,1,G,N,81,41.72658,LM
Nominal_area,1,1000000,99A39,66.97,38.82,1,R,153.1,80.48,1,G,Y,81,41.72658,FM
Nominal_area,1,1000000,99A39,66.97,198.36,1,L,153.1,82.15,1,G,N,81,41.97429,LM
Nominal_area,1,1000000,99A39,66.97,293.27,1,L,153.1,82.19,1,G,N,81,41.97429,LM
Nominal_area,1,1000000,99A40,65.58,38.04,2,R,177.9,5.7,2,G,N,87,39.40094,TP
Nominal_area,1,1000000,99A40,65.58,170.64,1,L,0,6.15,1,G,N,87,39.40094,RD
Nominal_area,1,1000000,99A40,65.58,465.52,1,L,0,7.01,1,G,N,87,39.5163,RV
Nominal_area,1,1000000,99A40,65.58,118.43,1,R,177.9,7.36,1,G,N,87,39.5163,TP
Nominal_area,1,1000000,99A40,65.58,210.97,2,L,0,9.48,2,G,N,87,39.6564,RD
Nominal_area,1,1000000,99A40,65.58,148.95,1,L,0,10.95,1,G,N,87,39.81498,RD
Nominal_area,1,1000000,99A40,65.58,443.65,1,R,177.9,12.93,1,G,N,87,39.93346,TP
Nominal_area,1,1000000,99A40,65.58,201.54,1,L,0,13.68,1,G,N,94,40.09889,RV
Nominal_area,1,1000000,99A40,65.58,160.38,1,L,0,14.4,1,G,N,94,40.09889,RV
Nominal_area,1,1000000,99A40,65.58,230.84,1,L,0,15.68,1,G,N,94,40.09889,RV
Nominal_area,1,1000000,99A40,65.58,506.4,1,R,0,17.23,1,G,N,94,40.21375,HA
Nominal_area,1,1000000,99A40,65.58,461.31,2,R,177.9,17.53,2,G,N,94,40.21375,TP
Nominal_area,1,1000000,99A40,65.58,12.56,1,L,0,20.71,1,G,N,94,40.49755,RD
Nominal_area,1,1000000,99A40,65.58,477.55,1,L,0,21.26,1,G,N,94,40.49755,RD
Nominal_area,1,1000000,99A40,65.58,133.35,1,L,0,21.66,1,G,N,94,40.60699,RD
Nominal_area,1,1000000,99A40,65.58,334.85,1,L,0,21.88,1,G,N,94,40.60699,RD
Nominal_area,1,1000000,99A40,65.58,444.87,1,L,0,21.91,1,G,N,94,40.60699,RV
Nominal_area,1,1000000,99A40,65.58,477.55,1,R,0,22.34,1,G,N,94,40.60699,HA
Nominal_area,1,1000000,99A40,65.58,298.57,1,L,0,24.46,1,G,N,87,40.79232,RV
Nominal_area,1,1000000,99A40,65.58,497.6,1,L,0,25.18,1,G,N,87,40.79232,RV
Nominal_area,1,1000000,99A40,65.58,271.26,1,L,0,25.33,1,G,N,87,40.79232,RD
Nominal_area,1,1000000,99A40,65.58,188.5,1,R,0,25.76,1,G,N,87,40.79232,HA
Nominal_area,1,1000000,99A41,25.46,27.61,1,L,25.9,42.91,1,G,N,82,42.03837,RD
Nominal_area,1,1000000,99A41,25.46,199.48,1,L,25.9,42.93,1,G,N,82,42.03837,RD
Nominal_area,1,1000000,99A41,25.46,484.74,1,L,25.9,43.66,1,G,N,82,42.03837,RV
Nominal_area,1,1000000,99A41,25.46,152.13,1,R,203.8,43.86,1,G,N,82,42.03837,TP
Nominal_area,1,1000000,99A41,25.46,349,1,R,203.8,44.21,1,G,N,82,42.03837,TP
Nominal_area,1,1000000,99A41,25.46,144.95,1,L,25.9,44.53,1,G,N,82,42.26404,RD
Nominal_area,1,1000000,99A41,25.46,530.42,2,L,25.9,44.96,2,G,N,82,42.26404,RD
Nominal_area,1,1000000,99A41,25.46,461.5,1,L,25.9,46.33,1,G,N,82,42.26404,RV
Nominal_area,1,1000000,99A41,25.46,215.97,1,R,203.8,46.48,1,G,N,82,42.26404,TP
Nominal_area,1,1000000,99A41,25.46,66.8,2,R,203.8,47.56,2,G,N,82,42.42824,TP
Nominal_area,1,1000000,99A41,25.46,318.56,1,L,25.9,47.63,1,G,N,82,42.42824,RV
Nominal_area,1,1000000,99A41,25.46,315.3,1,L,25.9,47.94,1,G,N,82,42.42824,RV
Nominal_area,1,1000000,99A41,25.46,52.7,1,R,203.8,48.15,1,G,N,82,42.42824,TP
Nominal_area,1,1000000,99A41,25.46,189.09,1,L,25.9,48.23,1,G,N,82,42.42824,RD
Nominal_area,1,1000000,99A41,25.46,97.19,1,L,25.9,48.61,1,G,N,82,42.42824,RD
Nominal_area,1,1000000,99A41,25.46,526.87,1,R,203.8,48.73,1,G,N,82,42.42824,TP
Nominal_area,1,1000000,99A41,25.46,170.45,1,R,203.8,49.23,1,G,N,87,42.65477,TP
Nominal_area,1,1000000,99A41,25.46,470.76,2,R,203.8,49.5,2,G,N,87,42.65477,TP
Nominal_area,1,1000000,99A41,25.46,148.85,1,R,203.8,50.89,1,G,N,87,42.65477,TP
Nominal_area,1,1000000,99A41,25.46,630.52,1,L,25.9,51.1,1,G,N,87,42.81838,RD
Nominal_area,1,1000000,99A42,61.16,29.44,1,L,183.8,2.41,1,G,N,68,48.03376,LM
Nominal_area,1,1000000,99A42,61.16,586.22,2,R,361.7,5.05,2,G,N,68,48.12157,MS
Nominal_area,1,1000000,99A42,61.16,45.77,1,L,183.8,6.51,1,G,N,59,48.21599,LM
Nominal_area,1,1000000,99A42,61.16,484.14,1,R,183.8,7.66,1,G,N,59,48.30729,FM
Nominal_area,1,1000000,99A42,61.16,83.24,1,R,361.7,11.51,1,G,N,59,48.39871,MS
Nominal_area,1,1000000,99A42,61.16,276.14,1,R,183.8,12,1,G,N,59,48.4889,FM
Nominal_area,1,1000000,99A42,61.16,187.49,1,R,361.7,14.46,1,G,N,59,48.56464,MS
Nominal_area,1,1000000,99A42,61.16,321.94,1,R,183.8,15.36,1,G,N,59,48.56464,FM
Nominal_area,1,1000000,99A42,61.16,497.48,2,L,361.6,16.93,2,G,N,57,48.6456,SW
Nominal_area,1,1000000,99A42,61.16,471.75,1,L,361.6,17.28,1,G,N,57,48.6456,SW
Nominal_area,1,1000000,99A42,61.16,339.41,1,R,361.7,17.35,1,G,N,57,48.6456,MS
Nominal_area,1,1000000,99A42,61.16,1.22,1,L,183.8,17.4,1,G,N,57,48.6456,LM
Nominal_area,1,1000000,99A42,61.16,185.18,1,L,183.8,19.06,1,G,N,55,48.71886,LM
Nominal_area,1,1000000,99A42,61.16,346.38,1,L,183.8,19.58,1,G,N,55,48.71886,LM
Nominal_area,1,1000000,99A42,61.16,111.36,1,L,361.6,20.91,1,G,N,55,48.79758,SW
Nominal_area,1,1000000,99A42,61.16,39,1,L,183.8,24,1,G,N,55,48.86563,LM
Nominal_area,1,1000000,99A42,61.16,164.95,1,L,183.8,24.45,1,G,N,55,48.86563,LM
Nominal_area,1,1000000,99A42,61.16,150.13,1,L,361.6,24.53,1,G,N,55,48.86563,SW
Nominal_area,1,1000000,99A43,30.31,235.05,1,R,361.7,25.31,1,G,N,59,48.9567,MS
Nominal_area,1,1000000,99A43,30.31,365.88,1,L,209.5,28.26,1,G,N,59,48.9567,LM
Nominal_area,1,1000000,99A43,30.31,70.41,1,L,209.5,28.4,1,G,N,59,48.9567,LM
Nominal_area,1,1000000,99A43,30.31,333.95,2,R,209.5,28.45,2,G,N,59,48.9567,FM
Nominal_area,1,1000000,99A43,30.31,208.32,1,L,209.5,29.55,1,G,N,59,48.9567,LM
Nominal_area,1,1000000,99A43,30.31,46.23,1,L,209.5,30.03,1,G,N,59,49.06361,LM
Nominal_area,1,1000000,99A43,30.31,353.01,1,L,209.5,30.28,1,G,N,59,49.06361,LM
Nominal_area,1,1000000,99A43,30.31,195.94,1,L,209.5,30.53,1,G,N,59,49.06361,LM
Nominal_area,1,1000000,99A43,30.31,382.18,1,L,209.5,30.68,1,G,N,59,49.06361,LM
Nominal_area,1,1000000,99A43,30.31,234.75,1,L,209.5,31.55,1,G,N,59,49.06361,LM
Nominal_area,1,1000000,99A43,30.31,100.79,1,L,209.5,31.88,1,G,N,59,49.12088,LM
Nominal_area,1,1000000,99A43,30.31,300.78,1.5,L,209.5,31.96,2,G,N,59,49.12088,LM
Nominal_area,1,1000000,99A43,30.31,195.29,1,R,387.4,36.65,1,G,N,59,49.22885,MS
Nominal_area,1,1000000,99A43,30.31,3.99,1,R,387.4,36.85,1,G,N,59,49.22885,MS
Nominal_area,1,1000000,99A43,30.31,86.66,1,L,209.5,37.26,1,G,N,59,49.22885,LM
Nominal_area,1,1000000,99A43,30.31,416.13,2,L,209.5,37.46,2,G,N,59,49.22885,LM
Nominal_area,1,1000000,99A43,30.31,351.37,1,R,387.4,38.56,1,G,N,45,49.27761,MS
Nominal_area,1,1000000,99A43,30.31,141.32,1,L,209.5,39.36,1,G,N,45,49.27761,LM
Nominal_area,1,1000000,99A43,30.31,172.7,1,L,209.5,39.66,1,G,N,45,49.27761,LM
Nominal_area,1,1000000,99A43,30.31,243.7,1,L,209.5,40.03,1,G,N,45,49.27761,LM
Nominal_area,1,1000000,99A43,30.31,34.89,1,L,209.5,40.28,1,G,N,45,49.27761,LM
Nominal_area,1,1000000,99A43,30.31,501.15,1,L,387.3,40.28,1,G,N,45,49.27761,SW
Nominal_area,1,1000000,99A44,59.38,179,1,L,221.8,51.16,1,E,N,51,49.17376,LM
